text,timestamp
yeah.... thats right.... silent.... still.... leave no footprint.. keep no attachments... but keep head down...,2026-01-18 14:57:38.823635
"ready 3th work film like serie. great actor, longo make caracter again!",2026-01-18 14:57:38.823636
"movie disgrace original, awful disgusted even watched this.",2026-01-18 14:57:38.823638
annoying bunch students! guess people unusual story wisdom tied chair persecuted.,2026-01-18 14:57:38.823640
"halfway movie think crazy trying expose somebody thats alive 14,000 years. like bro obviously trying not identified,",2026-01-18 14:57:38.823641
"108 knew it, writer going make christian fucking lunatic ....................",2026-01-18 14:57:38.823643
italian language dubbing ?,2026-01-18 14:57:38.823645
,2026-01-18 14:57:38.823646
think sequel hinted immortal john said met past taught think immortal fbi agent serial killer checking see anyone suspect anything john immortal move around creates fake identity like john except he serial killer mirror biblical symbolism cain abel hence focused jesus much left open another sequel philip thought john died like ppl long ago john said thought jesus strung threw tomb resurrected think fbi agent killed philip john resurrected sort cave tomb,2026-01-18 14:57:38.823648
art serial killer,2026-01-18 14:57:38.823650
"hi, thanks posting",2026-01-18 14:57:38.823651
guess think immoral maybe alexander great attila hun third opinion julius caesar.,2026-01-18 14:57:38.823653
movie not bad but not good original one!!!,2026-01-18 14:57:38.823655
like sad jim carrey,2026-01-18 14:57:38.823657
"first movie,even though one room, idk but thought amazing brilliantly written. one, started slowly, picked little, got good, abruptly ended stupid place actually annoyed lol. really good ending resolution, could good, but personally im really disappointed wirh ending",2026-01-18 14:57:38.823658
good film made corona....,2026-01-18 14:57:38.823660
angela carsetti? he angel? mysterious man john met 1600s?,2026-01-18 14:57:38.823662
dont know ppl dont like part. obviously not like 1st part but dont be.,2026-01-18 14:57:38.823664
10,2026-01-18 14:57:38.823665
hope make third sequel 2027,2026-01-18 14:57:38.823667
"now, imagine storyline different. chase wilderness confront history but john realizes cant let expose him, start hunting them, rambo style, but old teacher friend help saying take here, go... go delete record existing, everywhere, that, vanishes, like kayser soze, never seen again.",2026-01-18 14:57:38.823669
"would rather not watch part, knew going like this, stuff happening movie happens weird way, differently first part, completely masterpiece",2026-01-18 14:57:38.823671
love idea someone still living normal healthy life born cromagnun period. best example human species.,2026-01-18 14:57:38.823672
moral story invest early dont tell yourself.,2026-01-18 14:57:38.823674
"kid need put jail 14000 years. kidnapping, assualt, stalking, attempted manslaughter.",2026-01-18 14:57:38.823676
man young boy really ruin mood,2026-01-18 14:57:38.823678
movie doesnt magic first part!,2026-01-18 14:57:38.823679
"......uuuuh, dont know guys... 4 minute dont think watch this...",2026-01-18 14:57:38.823684
part 2 fail,2026-01-18 14:57:38.823686
four year tye next movie! please dooo,2026-01-18 14:57:38.823687
"im honest student character sequel didnt like, think u agree even though found john true student no right go digging john past personal life none business, but thanks classic human curiosity someone like john sadly never live peace sequel prof people find youve lived thousand year think key solving not religious mystery but humanity greatest mysteries. anyway student no one blame but john wanting leave, wanted stay badly shouldve left alone pretended didnt know really was. mean know student thinking shouldnt confront john really but still.",2026-01-18 14:57:38.823689
harry?,2026-01-18 14:57:38.823691
guy came end?,2026-01-18 14:57:38.823692
"offer head right start, haaaaaaaaaa! xd",2026-01-18 14:57:38.823694
"make it? total opposite firsts. enjoyed every second first, maturity story telling. one look like b grade kid movie. waiting something happen, but didnt. skipped almost 60.",2026-01-18 14:57:38.823696
crap been.,2026-01-18 14:57:38.823698
cant wait part 3,2026-01-18 14:57:38.823700
"kid one bunch creepy, stalker psychos. actual egocentric sadists. stalk him, take picture he sleeping, kidnap him, stab him, tase him, sexually assault him, break home, spread personal information, manipulate people. none show sign remorse regret. oblivious evil action are. confronted talk life career ruined.",2026-01-18 14:57:38.823702
jesus jesus christ superstar cuz bogeyed aint,2026-01-18 14:57:38.823704
horseshit,2026-01-18 14:57:38.823705
rationalization sharp edge blasphemy,2026-01-18 14:57:38.823707
wish didnt waste time watching sequel. could stoped first one.,2026-01-18 14:57:38.823709
"wasnt good all. storyline went sideways, teen actor sucked, no flow originality first film. total fail. complete failure storyline editing.",2026-01-18 14:57:38.823711
fbi guy definitelly imortal. no doubts.,2026-01-18 14:57:38.823712
type kid id beat,2026-01-18 14:57:38.823714
wish spend like least 15 minute bush craft. must mastered ton crafting techniques. much resource youtube used reference.,2026-01-18 14:57:38.823716
quel film ! jespre quil aura une suite !,2026-01-18 14:57:38.823718
4 student movie dumbest people ive seen. dumber people religious fanatic especially islamists.,2026-01-18 14:57:38.823719
last scene imagine fbi agent immortal john talked first movie theory though,2026-01-18 14:57:38.823721
cant leave good movie alone,2026-01-18 14:57:38.823723
man literally crying....do wait 2027 part 3 never coming,2026-01-18 14:57:38.823724
"watch second part??? believe first part complete story, part unknown made beautiful maybe part two might ruin part one well. let know watched.",2026-01-18 14:57:38.823726
prequel highlander!!!?,2026-01-18 14:57:38.823728
"feel like made tv christian movie, lol. alright",2026-01-18 14:57:38.823729
crente foda.,2026-01-18 14:57:38.823731
john young formerly known john oldman also known godemperor mankind,2026-01-18 14:57:38.823733
liked eveything movie except fort making chirstian bad guy truly pissed,2026-01-18 14:57:38.823734
"would cool part 3, didnt like ending much part 2.",2026-01-18 14:57:38.823736
4 year boy gals..,2026-01-18 14:57:38.823738
anyone else notice van gogh art house post credit scene?,2026-01-18 14:57:38.823740
"not good first one. ive seen better acting porn, better story line wwe hear piano movie 45 minute ill go insane.",2026-01-18 14:57:38.823741
see 2027,2026-01-18 14:57:38.823743
happened girl went end first movie shes gone???,2026-01-18 14:57:38.823745
hoping would prequel showing story time,2026-01-18 14:57:38.823747
"understand ad in, but every 5 min ad 3x volume movie. wtf!?!",2026-01-18 14:57:38.823748
"mehhhh. writing could better. dialogue nearly unbelievable. couldve workshop lot longer. rest ok, not stellar",2026-01-18 14:57:38.823750
also good but first one way better,2026-01-18 14:57:38.823752
absolutely garbage follow,2026-01-18 14:57:38.823754
next part 2027,2026-01-18 14:57:38.823755
midroll scene dumb hell. movie doesnt even hold candle first film. yes distinction.,2026-01-18 14:57:38.823757
"first part end positive note, second part end like john actually immortal devil slowly shaking people belief jesus christ completely negative way end picture. ending positive, sad, reality, fantasy, hope, etc. but ending bad back square one.",2026-01-18 14:57:38.823759
part 3?!,2026-01-18 14:57:38.823761
"disappointed season, not expand theorizes, insight past live. not show contention student view classroom, but, attempted student hold hostage nothing akin first season episode. flat. sequel uplift second season. rate second season holocene 95.",2026-01-18 14:57:38.823762
"pretty good sequel. yes, not awesome first one but still decent..",2026-01-18 14:57:38.823764
fbi guy immortal guy talked first movie,2026-01-18 14:57:38.823766
less four year sequel.,2026-01-18 14:57:38.823767
people made one first one.,2026-01-18 14:57:38.823769
"im glad see story bit fleshed out, but could lot better was.",2026-01-18 14:57:38.823771
disney kid actor suck ball movie. shitty acting,2026-01-18 14:57:38.823772
man earth part 1 httpsyoutu.beg5fjr658cqs,2026-01-18 15:08:21.751012
kid mutt,2026-01-18 15:08:21.751019
please make series make sequel movie,2026-01-18 15:08:21.751022
99 christian exactly philip basement.,2026-01-18 15:08:21.751024
"watched first one, wonderful but one come nowhere near it. plus hated students, claimed love professor even said wanted learn but no problem stalking him, invade home, belonging impose forcibly life. not one person decency point none anyone right thing him? kid fake called ambulance instead duck taped poor guy chair felt belief challenged worst all. yes young felt strongly faith but quickly betray core faith. action proved humanity still undeserving greatness miracles. history proves, every time humanity given something divine, miraculous amazing, instead trying understand feel fortunate enough witness it, decided vilify it, torture crush till gone destroyed. add insult injury go say want believe. professor said angry wanted oldman, but reality acted way student stabbed oldman, albeit less drastic way. couldnt admit action ruined career. kind real friend, would never tried friend, especially oldman already explained friend needed move difficult life various reasons. instead empathising even marveling possibility meeting person, response oldman, ridiculous evil him. tried profit olmans secret purposely put target oldmans back but didnt think would backfire destroy career, resulting becoming bitter old man. least, would liked seen four student pay did, see realisation part cruel nothing short selfish whether oldman thought not, came upon something incredible, destroyed never come close again. least, might given something film. first film various character thoughts, feeling deal learned friend. im not sure anyone watched show called forever, brilliant show refreshing intelligent new take someone discovering immortal trying figure even possible. show making something completely new intriguing but like thought provoking shows, got axed became hooked. yes, fact show called forever got cancelled soon after, isnt lost me. no 3 man earth story, feel creator forever one could real justice.",2026-01-18 15:08:21.751026
hmmm... ending scene fbi agent bwas really weird messed up! whole part 2 felt like highjacking part 1!,2026-01-18 15:08:21.751028
guy look like jim carrey!,2026-01-18 15:08:21.751030
perfect sequel.,2026-01-18 15:08:21.751031
philip john tape chair basement? right? john get stabbed knife? dont think thats knife would use anything.,2026-01-18 15:08:21.751033
think immortal serial killer one wen see jenkins,2026-01-18 15:08:21.751035
painful watch,2026-01-18 15:08:21.751037
year 2026. still year go third part,2026-01-18 15:08:21.751039
didnt know mark webber acted!,2026-01-18 15:08:21.751043
"first movie great. sequel poor attempt cashing original. poor writing, poor acting dreadful ending.",2026-01-18 15:08:21.751047
total trash,2026-01-18 15:08:21.751051
first film masterpiece! love it. italian version this? least subtitles? grazie,2026-01-18 15:08:21.751055
nabi idris ga sih,2026-01-18 15:08:21.751059
. . . . . . . . . . . . . . . . . . . . . . . . . .,2026-01-18 15:08:21.751061
"pretty poor, that.",2026-01-18 15:08:21.751063
first movie absolute masterpiece. second part big downgrade shouldnt come first place,2026-01-18 15:08:21.751065
"fun fact, bottle whiskey 1960 wouldnt go bad stored cupboard quality doesnt improve time bottle.",2026-01-18 15:08:21.751066
keep getting crucified whenever people find secret he trying escape live life. no wonder hide,2026-01-18 15:08:21.751068
"how, how? im fresh watching first part not believe bad is.",2026-01-18 15:08:21.751070
"looking first movie ended watching entire movie accident. imagine confusion. fortunately, found first one after.",2026-01-18 15:08:21.751072
"lmao, movie bad compared first one. still, entertaining",2026-01-18 15:08:21.751074
liko busta.,2026-01-18 15:08:21.751076
wish theyd make tv series based story told first movie.,2026-01-18 15:08:21.751078
"first movie great, but sequel destroyed rabid christians. usual approach jesus movie sit back, laugh, enjoy bad acting cheap sets. couldnt one kept remembering first one, was, large part, monologue additional character time time. oh well, there aways ten commandents next rainy day.",2026-01-18 15:08:21.751080
hunch but 2027 next movie.. 2007 part 1 2017 part 2 2027 part 3?,2026-01-18 15:08:21.751082
im waiting part 3 year 2027,2026-01-18 15:08:21.751083
philip right! john antichrist. true. john must kill philip keep secret,2026-01-18 15:08:21.751087
"story writer take role character live it. scenario good time name discovered book, writer imagination failed began flounder randomly end story. decision go wilderness good one, thats exactly would done place. but short moment could prolonged everyone following something happening, like getting lost wilderness. could showcased survival skill interesting discussion around campfire. first part inspiring. envisioned many enjoyable parts, dont think id want watch episode might ruin ive already seen. author, given first part contained truth, would made second part showcase man ability expertise hiding, escaping, conversing, dodging, talking, surviving, on.",2026-01-18 15:08:21.751091
"sequel never needed yet,",2026-01-18 15:08:21.751095
"really liked first movie, part 2 watch like porn without sex...",2026-01-18 15:08:21.751099
"people must admit no god anything like exist replica anything ,like bible replica book like",2026-01-18 15:08:21.751103
jesus also fake one like god claim,2026-01-18 15:08:21.751105
hm,2026-01-18 15:08:21.751109
fk,2026-01-18 15:08:21.751113
"shoudnnt ending, first great, believe last one mean one, made around breaking religions, making human realize not religion humanity, kindness, equlibrium bw human nature.",2026-01-18 15:08:21.751115
dissapointing... havent seen end yet but feel like attempt sequel...,2026-01-18 15:08:21.751117
think shouldnt made part 2. effect original movie.,2026-01-18 15:08:21.751119
,2026-01-18 15:08:21.751121
"1730 favourite scene whole movie. metaphor nothing lasting forever, warm humour, john friend not clue took friend name vain",2026-01-18 15:08:21.751125
wild bad comparatively. im halfway sad,2026-01-18 15:08:21.751129
god damn no way good compariosn part 1,2026-01-18 15:08:21.751133
"tara true 49er. shes 4, but think shes 9.",2026-01-18 15:08:21.751136
first movie still best,2026-01-18 15:08:21.751139
four student anti christ.,2026-01-18 15:08:21.751140
student insufferable movie. whoever wrote shit clearly didnt understand first movie made great,2026-01-18 15:08:21.751142
stay radar. work university,2026-01-18 15:08:21.751144
"hasnt aged 14,000 years, but aged quite bit last 10 years.",2026-01-18 15:08:21.751146
"movie isnt immortal caveman, jesus, mortal captain planet no power create interesting universe, remove interesting thing brilliant",2026-01-18 15:08:21.751148
"david lee smith understated performance, melancholic expression, brooding silence really get mood right portraying. something tragic lonely man living forever nail it. compelling story. loved first movie. always get story like pit stomach",2026-01-18 15:08:21.751151
could better,2026-01-18 15:08:21.751154
monotheism root evil done name religion world.,2026-01-18 15:08:21.751157
,2026-01-18 15:08:21.751159
,2026-01-18 15:08:21.751161
please let run campaign part 3 released 2027!!!,2026-01-18 15:08:21.751164
"doctor jenkins, art , next victim.",2026-01-18 15:08:21.751165
arruinaron la escencia,2026-01-18 15:08:21.751167
"something definitely wrong students, christian student",2026-01-18 15:08:21.751169
guy thee post credit scene 13904,2026-01-18 15:08:21.751171
ruined... part 1 brilliance,2026-01-18 15:08:21.751173
good movie though,2026-01-18 15:08:21.751175
exposed? movie show selfish humanity is.,2026-01-18 15:08:21.751177
"1745, flying f shoot 75 year old scotch???????",2026-01-18 15:08:21.751179
like useless conversation web show pas time,2026-01-18 15:08:21.751181
shade edith! christian fundamentalist always biggest problem dealing things? jesus christ no pun intended.,2026-01-18 15:08:21.751183
ti con nt ranh vo p2 ny c v nh din sai lm chng n lm hng p2 ny ri,2026-01-18 15:08:21.751185
hell shit,2026-01-18 15:08:21.751186
second part almost came 10 year john change location every 10 year,2026-01-18 15:08:21.751188
"loved first film, but second one terrible.....",2026-01-18 15:08:21.751190
"man ruin legacy first one , completely ruined first one amazing idea , amazing acting , amazing ending left",2026-01-18 15:08:21.751192
"first movie made genius storyteller, articulated confidence. stupidity thats another kind confidence.",2026-01-18 15:08:21.751193
"currently 2809 , reason part not like near 25002800 no basis attach prof young prof old not good start part 1 3200 3400 . 3700 bunch teenager go house young started searching like disturbed major flaw part 1",2026-01-18 15:08:21.751195
waiting part 3 2027 !!!! please like comment wanna support wait,2026-01-18 15:08:21.751197
seems movie goal discredit christianity script written lucifer,2026-01-18 15:08:21.751199
honestly disappointing,2026-01-18 15:08:21.751202
"proof humanity not ready hear bible religious book fary tell, create heaven earth but love lied",2026-01-18 15:08:21.751204
"movie crap compared first movie. college kid movie annoying, irresponsible acting terrible. first movie masterpiece. this?",2026-01-18 15:08:21.751206
kid truly crazy.,2026-01-18 15:08:21.751208
waiting part 3 2027,2026-01-18 15:08:21.751209
original thought provoking. pile teenage waistland crap.,2026-01-18 15:08:21.751211
"sorry, but dumbest piece shit ive ever seen.",2026-01-18 15:08:21.751213
"first one much better , one throe everything first one did, mystery, wonder true history john alive 14000 year last decade done know going die, end era come on... screw good plot, sake plot twist.... good tale thrown away, know go back time prequel. cause fucked up...",2026-01-18 15:08:21.751215
masterpiece,2026-01-18 15:08:21.751217
"sequal doesnt deserve part masterpiece,,, first part based idea , knowledge, curiosity, knowing , among knowledgeable people...those cast member know acting ...but seeing bunch college students.. asking stupid questions..and expressionless acting ..i disappointed man ..",2026-01-18 15:08:21.751219
"one stupid sequel, no coment",2026-01-18 15:08:21.751220
feel like im watching porn,2026-01-18 15:08:21.751222
,2026-01-18 15:08:21.751224
,2026-01-18 15:08:21.751226
,2026-01-18 15:08:21.751228
"awful pivot away original. discovered movie 3 hour ago watched back back. supporting character braindead caricature made stupid useless change john character. first movie magical character hyperintelligent unique personalities, offering interesting individualized perspective john. first movie genuinely one greatest thing ive ever seen. feel like written single weekend someone saw original movie, didnt understand it, decade later paid make sequal based memory alone.",2026-01-18 15:08:21.751229
actual hell whole philip part end? actual brain melting writing.,2026-01-18 15:08:21.751232
sidhhartha gautam indian nepal told ? make make sense,2026-01-18 15:08:21.751234
true story .... prophets. saint,2026-01-18 15:08:21.751235
"previously raved man earth possibly best film ever seen. man earth halocene mediocre, best. former philosophical introspective, socalled sequel preachy sophomoric. et cetera...",2026-01-18 15:08:21.751237
hallmark movie atheist,2026-01-18 15:08:21.751239
turn he immortal serial killer? lololol,2026-01-18 15:08:21.751241
empowerment godly people,2026-01-18 15:08:21.751243
,2026-01-18 15:08:21.751244
"im wondering 1st movie , told friend secret. wonder act alone made start age. would explain starting age since time 10 year",2026-01-18 15:08:21.751246
blecchhh!,2026-01-18 15:08:21.751249
didnt high hope sequel first really good good there,2026-01-18 15:08:21.751252
"found nitpicking pretty much start, watched two back back. going im not healing fast. entirely retconned part made first tantalizing. wasnt healing speed, didnt scar. whole student think he hot thing weird feel like anime, descent already questionable student thing first movie. im also confounded student connecting dot blinding pace seemingly disregarding consequence like tresspassing, shouldnt let scotfree. plus course many loose end left without satisfying closure, stark contrast neat bowtie first, still left thing ambiguous. plus course student reading like three book day entirely break semblance suspension disbelief. think there solid idea movie, student figuring thing could make good premise done course semester, though think religion bit laid awfully thick point counterintuitively almost felt preachy. fbi bit end really could half movie satisfying payoff, but instead cheap setup third movie.",2026-01-18 15:08:21.751255
well... definitely full hollow scenes.,2026-01-18 15:08:21.751259
"haha, cant wait 2027",2026-01-18 15:08:21.751263
cop come life im sure million criminal thought.,2026-01-18 15:08:21.751267
"doesnt make sense would leave van go behind? would suck lose gift long lost friend, but thousand year get back, would leave it. would rationalize friend would want not end lab somewhere guinea pig.",2026-01-18 15:08:21.751270
okay cool director. 1st movie gaindd following due mystery way john never truly answered questions. one take many unnecessary plots. but sadly part story. way could see working third movie never happen maybe instead aging start become younger. another commentor said fbi agent could possible immortal john met. could cat mouse game maybe. sequel really delve faster healing well. first one never suggested also suggested learned slow body such. not heal within week stabbed gut.,2026-01-18 15:08:21.751274
wow might worse sequel.,2026-01-18 15:08:21.751278
worf!!!!!l,2026-01-18 15:08:21.751281
"feel nothing like original, lost thing made original good. even script feel poorly written comparison",2026-01-18 15:08:21.751284
blonde college girl fucking fine im not even focused plot john would folded,2026-01-18 15:08:21.751288
"take amazing movie, make complete dogshit sequel. fucking embarrassing",2026-01-18 15:08:21.751292
"simply not good original one. honestly fact first one good heavy lifting making sequel decent. perhaps different writer studio demand behind fails capture original. whatever case clearly missed made first one interesting. focus suppose man. not students. not coworkers past present. not religious aspect. man. single place. without top theatrics. conversation someone wise seeing much yet also humble admit also know little. edit add final scene credit want film. honest, simple conversation open minded people one location. mid credit scene happens stunned tone deaf is. clearly whomever wrote scene particular not get concept people loved first one all. frankly hope third film made scene ignored, erased never brought beyond go opposite direction it.",2026-01-18 15:08:21.751295
10522 lens shot on? bokeh ball shape im not used to.,2026-01-18 15:08:21.751299
lot star trek people movie,2026-01-18 15:08:21.751302
boy john aged,2026-01-18 15:08:21.751305
even whiskey spoils!,2026-01-18 15:08:21.751309
"single compelling part movie me, shadowcovered fbi agent end, questions. could whole movie faceless federal agent recanting exploit via question random witness old new character left wonder john, another immortal. ....in 1983, man matching description killed compound full follower waco, texas, think he capa... ....in 1969, man matching description robbed museum stole old photographs.... ...in 2010, man matching description set fire security camera saving life convenience store clerk. . would that?",2026-01-18 15:08:21.751313
"kept waiting john outwit kid one question, like tom hank green mile stand god. tell him... killed one gifts? thought job?!",2026-01-18 15:08:21.751317
kid pissed much.,2026-01-18 15:08:21.751321
"try, but hard unsee feminization hollywood. two movie after. 1.all woman smart bos babe men bumbling idiots. aside john, not one capable man story. even killer church boy couldnt competently stab devil tied chair. everything favor righteousness, time, motivation, even stationary target messed up, like fool. 2.all woman belowhollywoodlevel attractive men feminine. unlike now, past actress usually exceptionally beautiful unless role call purposely unattractive, like misery. world tia carrera cameron diaz exists, best looking diverse girl could find? churchboy couldnt chiseled jaw, like churchboyfootball player american pie todd breaking bad? john second girlfriend chunky, but first girl artsy, waif professorhollywood archetype. realistic part movie damaged college girl attempted s3xully assault john, thought attractive actually was. ive seen woman build try make not conventionally attractive overtly aggressive. part believable. unbelievable that, rejection, didnt make victimassault story cover mistake. fact, normalized, soon ran away shame tear 90 sure going make false accusation move plot direction. surprised moral backbone override ego. jilted girl, common scenario workplaces, probably schools, too.",2026-01-18 15:08:21.751325
"reading comment think movie potential fantastic sequel. however storyline mr boat, script whack. steven seagal keanu reef xmen type shoot em brain dead action script, something little smart intelligent scifi. following religious storyline think fall flat beat dead donkey first one. first one revelation movie discovery. really could kept revelation going. maybe even made period piece gone back time. yes act look old but youre like beard no problem. many interesting possibility but pander religious nuts. shame. really could got mind character 2 mean lived 14,000 year maybe want die. made mortal suppose gonna kill thats end that. shame.",2026-01-18 15:08:21.751328
loved first one one hard watch,2026-01-18 15:08:21.751331
many people seeing clip first movie watching this?,2026-01-18 15:08:21.751335
5111 hate kids.,2026-01-18 15:08:21.751339
"yup, quick browse comment figured, better keep mystery.",2026-01-18 15:08:21.751342
broo john shoulda smahhhh dat bihhh god nem,2026-01-18 15:08:21.751346
10 year gap movie awsome lol but gonna handle aging. squared 10 year but dont think 10,2026-01-18 15:08:21.751350
much better thought would,2026-01-18 15:08:21.751354
jesus freak always going deep end,2026-01-18 15:08:21.751357
collage student made painful watch,2026-01-18 15:08:21.751361
talmudic propaganda,2026-01-18 15:08:21.751364
"lol better buying motor cycle taking student, glad im not one thought off. got confirmation movie itself. edit oh shit wrote book talkin bout. wonder mention buying motor cycle riding student. reedit havent laughed hard ages, movie master piece rereedit phillip literally shayne topp character crime portion",2026-01-18 15:08:21.751368
"bad director cant seem let good story good ending alone, try extend either abandon fail understand first one good.",2026-01-18 15:08:21.751372
glad kept original cast. not sure jesus character. aged much,2026-01-18 15:08:21.751376
"pig underrated pets, super smart, super friendly actually clean trainable",2026-01-18 15:08:21.751379
kid pretty stupid lol,2026-01-18 15:08:21.751383
single aggravating movie ive seen 10 year spectacularly terrible,2026-01-18 15:08:21.751387
fuck hunk shit? first one great.,2026-01-18 15:08:21.751390
skipping movie much watched like 30 min it. wtf ending. john anvenger now? also he dying saw child die. thats it. ever see one child die. no. foreshadowed end 1.,2026-01-18 15:08:21.751394
look like phil modern family lol,2026-01-18 15:08:21.751398
"movie isnt good first one, but still decent. however, worst trend history cinema college kid joke every single thing happens glad trend pretty much over. no one, history, ever talked like that.",2026-01-18 15:08:21.751401
veteran actor kid seem acting first time life. kid acting literally painful,2026-01-18 15:08:21.751405
5120 begin talking god head say son god literally next word say im not saying he son god cant mistaken signs. relationship god amazingly awesome. love,2026-01-18 15:08:21.751409
cant wait another one 2027.,2026-01-18 15:08:21.751412
"was..... disappointing say least, not expecting sequel all... writing first movie absent",2026-01-18 15:08:21.751416
"well, movie took unexpectedly dark twist.",2026-01-18 15:08:21.751420
"yeah nah, saw first one accident 611 done already",2026-01-18 15:08:21.751423
remember john said met guy like past said would keep touch...he said thought saw but missed him. next part provide closure but ride end worth it!!!,2026-01-18 15:08:21.751427
movie much worse... unlucky,2026-01-18 15:08:21.751430
butcher first one..,2026-01-18 15:08:21.751434
construction dialogue first movie smart. thoughtful answer followed logically derived questions. second movie scenario amateur acting little thought development. hard pass. admitted waste time. nap would valuable.,2026-01-18 15:08:21.751438
"pathetic. man purportedly life 14000 years, yet whole life reduced one middle eastern fairytale not 2000 year old, probably got written middle age anyway. pathetic. whole scope humanity reduced one fiction.",2026-01-18 15:08:21.751442
ad make unwatchable,2026-01-18 15:08:21.751445
po sequel.,2026-01-18 15:08:21.751449
khatra aise hi young aur rafical maa bap se hai fesh ko,2026-01-18 15:08:21.751454
"actually like it. not bad like comment says. worrying young actors, but good characters, auch shame isnt part3 end story line end part2.",2026-01-18 15:08:21.751458
"wish sequel actor david lee smith , tv series. knew movie late. but impossible cause dlsmith would old continue story line here. director lucky actually find actor actually almost didnt age 10years.",2026-01-18 15:08:21.751461
strange ending. seems though better ending would visit harrys dad. not credit scene like something marvel movie.,2026-01-18 15:08:21.751464
"watching first movie, kept engaged entire duration it. even though didnt action, anything besides people room. one however, annoying watch. kid brain capacity squirrels. discussion brainrotted. conclusion stupid. atleast one student shouldve brought scientific approach but non did. not even good acting yo",2026-01-18 15:08:21.751468
garbage acc shat first movie this.,2026-01-18 15:08:21.751471
first one good enough. one bad cinema.,2026-01-18 15:08:21.751475
agree blonde fbi agent end christian kid tried kill ? checked hair line same.,2026-01-18 15:08:21.751478
"hit pause blink watching first one, fast forward second 2x speed",2026-01-18 15:08:21.751482
"people pissy sequel? people whining attitude boomer critizing star war prequels. let nostalgia cloud critical thinking. story change evolve time, experience never replicated again, time is!! chaos change! different story! appreciate stop getting mad want watch thing over. human uncomfortable change want control can, order prevent suffering. still keep spirit theme alive. shame didnt funding keep going make grandiose story implying going be.",2026-01-18 15:08:21.751486
"1 ,2 .. .",2026-01-18 15:08:21.751504
"first movie genius script thought provoking , second pissed first , third highlander mlvie !? j hope not",2026-01-18 15:08:21.751507
"could made way better , movie kinda suck .... big time , dude survived 14 k cook rent girl ? nah sci fi definitely",2026-01-18 15:08:21.751511
2100 cooking girlfriend instead going drink mate beginning end,2026-01-18 15:08:21.751514
13050 look younger guy who supposed live forever,2026-01-18 15:08:21.751517
probably dumbest part 2 ive ever seen....... come guy really? literal gold mine hands.,2026-01-18 15:08:21.751522
brutto film il seguito,2026-01-18 15:08:21.751525
whole fcked masterpiece,2026-01-18 15:08:21.751529
"jiji, still watch. feling bit old guess hehe, hug frae scotland alexander john murray",2026-01-18 15:08:21.751532
"watched man earth holocene back back. first movie masterpiece praise give less, sequel even doesnt reached beauty original felt like story going correct direction showing consequence telling secret other, making connection different life lives. story premise movie extremely rich execution first commendable sequel fell felt face. like philosophical movie one must watch, future sequel, movie but premise get diluted genres. personally, would love see prequel john immortal meet would great, john aspect philosophical nature human instinctive human based end credit",2026-01-18 15:08:21.751536
"trash. bad writing regurgitating previously done concept worse version. 1st one okay ... make masterpiece wasnt, nice concept wrapped bunch drivel saved end son died.",2026-01-18 15:08:21.751539
"best sequel could plot professor oldman meet person mentioned part 1 similar like thousand year old saw train station but lost crowd. imagine discussing sharing length information regarding history, religion, cults, extra terrestrial contact ancient tribes, invention time travel machine nazi time, secret experiment different country not. once, imagine guy played none keanu reaves. end, keanu reaves say per knowledge, total 5 people including even older two somewhere world. story would ended embark journey find remaining 3 people. immature cringe acting kid extent spoilt whole seriousness movie.",2026-01-18 15:08:21.751543
"dog sht desecration jerome bixbys ouevre sequel supposed be. shame successor led memorialize nonsense was. no structure, weird segues, half baked jab introspective question original screenplay raised. please go familiarize legacy work jerome bixby.",2026-01-18 15:08:21.751546
imo man earth spinoff comic book,2026-01-18 15:08:21.751550
pitiful.,2026-01-18 15:08:21.751553
1,2026-01-18 15:08:21.751557
"comment section interesting, say least. not interesting see people mind go back inside box soon subject require take path thanking, exploration questioning, frightened destroy paradise created themselves, risking everything way, sacrificing important quest life get truth.",2026-01-18 15:08:21.751560
"kid terrible people, self righteous religious zealots. always wary someone need supreme creator universe tell decent human being.",2026-01-18 15:08:21.751564
"unbelievable. youve club cab pickup, dont go back regular cab.",2026-01-18 15:08:21.751567
really couldve better. but first one great.,2026-01-18 15:08:21.751571
stupid christian boy going hell wonder believer like whole faith made,2026-01-18 15:08:21.751574
think guy end immortal met but he serial killer im assuming something,2026-01-18 15:08:21.751578
horrible... but watched guess creator got watch time,2026-01-18 15:08:21.751581
"best film hadnt saw, now. great sequence underrated. come 2027",2026-01-18 15:08:21.751585
thr second movie deems like parody sequel 1st part lol needed screentime john not bunch whinng little kid,2026-01-18 15:08:21.751589
n tem legendado???,2026-01-18 15:08:21.751592
whole movie could john tied chair interrogated student would better close first one style,2026-01-18 15:08:21.751596
could cain but forgot,2026-01-18 15:08:21.751600
im willing bet one girl didnt help spread word thing probably coulda convinced talk but said like crapnits happening yet another crusade,2026-01-18 15:08:21.751603
"first movie genius, pure gold, maybe jerome bixby cromagnon century hone writing skill emerson regular human chef dentist.",2026-01-18 15:08:21.751606
"like first movie one best movie ive ever seen, one worst movie ive ever seen. bad writing, bad acting, entirely losing plot first movie, overall backtracking thing made first movie great. movie like shawshank redemption made sequel andy go become murderer escaping sentenced receive death penalty, basically destroying everything built first movie. literally jaw floor dawned movie ended poorly written nonsensical manner. 110",2026-01-18 15:08:21.751610
last stupid but need part three,2026-01-18 15:08:21.751614
